,id_movie,name
270,40490,James Orr
271,24070,Nora Ephron
272,8986,Richard Benjamin
273,10510,Les Mayfield
274,17402,David Frankel
275,38722,Gregory Nava
276,8438,Marc Rocco
277,11593,Robert Benton
278,1945,Michael Apted
279,39310,Nick Gomez
280,109560,Tōru Murakawa
281,56428,Vadim Jean
282,63105,Albert Pyun
283,131957,Alan Jacobs
284,241,Oliver Stone
285,9058,Norman Jewison
286,527,Lee Tamahori
287,18220,Anne Goursaud
288,6950,Wolfgang Petersen
289,101,Luc Besson
290,63020,Mira Nair
291,2307,Joshua Brand
292,680,Quentin Tarantino
293,41478,Mario Van Peebles
294,25296,Ang Lee
295,40156,Antonia Bird
296,11450,Robert Redford
297,30304,Kayo Hatta
298,10452,Patrice Chéreau
299,12106,Sam Raimi
300,161495,Peter Yates
301,3586,Robert Altman
302,110,Krzysztof Kieślowski
303,108,Krzysztof Kieślowski
304,109,Krzysztof Kieślowski
305,159185,He Ping
306,36357,Fred Gerber
307,92769,George Mihalka
308,28033,Harold Ramis
309,22586,Richard Rich
310,14334,John Sayles
311,2636,Luis Llosa
312,2164,Roland Emmerich
313,11395,John Pasquin
314,278,Frank Darabont
315,9905,Danny Boyle
316,87078,David Siegel
316,87078,Scott McGehee
317,12527,Juan Carlos Tabío
317,12527,Tomás Gutiérrez Alea
318,20306,George Huang
319,36614,Geoff Burton
319,36614,Kevin Dowling
320,27993,Kelly Makin
321,31439,Zhang Yimou
322,9067,Rachel Talalay
323,9059,Ernest R. Dickerson
324,193,David Carson
325,25066,Rusty Cundieff
326,46797,Brian Gilbert
327,12122,John Carpenter
328,11381,Peter Segal
329,32636,Louis Malle
330,36141,Steven Soderbergh
331,95963,Preston A. Whitmore II
332,1587,Lasse Hallström
333,9271,Brett Leonard
334,2064,Jon Turteltaub
335,19855,Jon Avnet
336,60855,Mina Shum
337,236,P.J. Hogan
338,48287,Melanie Mayron
339,3049,Tom Shadyac
340,2759,Stephan Elliott
341,12635,Iain Softley
342,10497,Roman Polanski
343,11382,Woody Allen
344,9331,Phillip Noyce
345,10731,Joel Schumacher
346,10464,Jessie Nelson
347,34152,Spike Lee
348,9495,Alex Proyas
349,29973,Ron Shelton
350,888,Brian Levant
351,13,Robert Zemeckis
352,712,Mike Newell
353,16295,John Singleton
354,48992,Darnell Martin
355,10879,Charles Shyer
356,10660,Andrew Bergman
357,10714,Stephen Sommers
358,41647,Ray Müller
359,8587,Rob Minkoff
359,8587,Roger Allers
360,1689,Bernardo Bertolucci
361,11596,Wes Craven
362,854,Chuck Russell
363,9359,Richard Donner
364,23333,Alan Rudolph
365,36593,Peter Segal
366,12280,Ron Howard
367,2788,Ben Stiller
368,10427,John Dahl
369,11011,Donald Petrie
370,49803,Robert Allan Ackerman
371,8987,Curtis Hanson
372,1637,Jan de Bont
373,15128,Ron Underwood
374,8831,Peter Hyams
375,36955,James Cameron
376,10449,Luis Mandoki
377,10395,Mike Nichols
378,12160,Lawrence Kasdan
379,40480,Damian Harris
380,52038,Suri Krishnamma
381,29444,Jefery Levy
382,26352,Keenen Ivory Wayans
383,39953,Raoul O'Connell
383,39953,Robert Lee King
383,39953,Brian Sloan
384,41580,Yves Angelo
385,315,Russ Meyer
386,22067,Doug McHenry
387,18242,Dave Borthwick
388,11667,Steven E. de Souza
389,32502,Wallace Wolodarsky
390,267188,Michael A. Nickles
391,28732,Paul Warner
392,75555,Vincent Robert
393,42981,Theodore Thomas
394,278939,Lucas Platt
395,291731,Ross Kagan Marks
396,226229,Paul Williams
397,203119,Robert Wuhl
398,172923,Roberto Sneider
399,316098,Jefri Aalmuhammed
399,316098,Jack Baxter
400,8011,Andrew Morahan
401,171857,Michael Corrente
402,2654,John Carpenter
403,18069,John G. Avildsen
404,19092,Jeff Pollack
405,2758,Barry Sonnenfeld
406,38129,Thomas Schlamme
407,10436,Martin Scorsese
408,13595,Michael Lehmann
409,46094,Paul Michael Glaser
410,9409,John Badham
411,11853,Jonathan Kaplan
412,16771,Whit Stillman
413,46924,Bill Forsyth
414,11041,Penelope Spheeris
415,306,John Landis
416,14522,Caroline Thompson
417,26203,Michael Apted
418,178,Stephen Hopkins
419,19819,William Friedkin
420,57834,Tony Richardson
421,4722,Abel Ferrara
422,18215,Jennifer Chambers Lynch
423,1607,Robert De Niro
424,26391,Adam Resnick
425,117553,John Whitesell
426,6075,Brian De Palma
427,11310,Paul Weiland
428,18658,Mick Jackson
429,9350,Renny Harlin
430,9612,Steve Barron
431,2124,Richard Rush
432,26261,Michael Ritchie
433,19176,Gregg Champion
434,49299,Abel Ferrara
435,11566,Ivan Reitman
436,9571,Richard Linklater
437,9739,Marco Brambilla
438,24257,Bruce Brown
439,34444,Gus Van Sant
440,26141,Carl Reiner
441,10997,Chen Kaige
442,50463,Donald Petrie
443,10443,Peter Weir
444,20239,Rusty Cundieff
445,16297,Alek Keshishian
446,18551,Steve Kloves
447,25440,John Irvin
448,9024,Barry Sonnenfeld
449,37233,Sydney Pollack
450,1634,Simon Wincer
451,13815,Boaz Yakin
452,5503,Andrew Davis
453,35588,Walter Hill
454,2087,Roger Donaldson
455,41579,Howard Deutch
456,18620,Rose Troche
457,41006,Bruce Beresford
458,4916,Sidney Lumet
459,2019,John Woo
460,31642,Oliver Stone
461,9255,Jim Abrahams
462,26271,Julianna Lavin
463,10612,Christopher Monger
464,2259,Bille August
465,16097,Eric Meza
466,11934,Joel Coen
467,106143,James L. Brooks
468,12475,"Daniel Petrie, Jr."
469,9386,Wolfgang Petersen
470,7984,Jim Sheridan
471,59930,Matty Rich
472,15765,Brian Gibson
473,31643,Barry Levinson
474,6,Stephen Hopkins
475,329,Steven Spielberg
476,10909,Dominic Sena
477,507,Roger Avary
478,34024,Steven Soderbergh
479,29918,Daniel Petrie
480,9593,John McTiernan
481,42580,James Lapine
482,22317,Greg Coote
482,22317,Simon Wincer
482,22317,Paul Hogan
483,1413,David Cronenberg
484,12121,Richard Benjamin
485,2246,Harold Becker
486,10502,Mel Gibson
487,10440,Woody Allen
488,9516,Allen Hughes
488,9516,Albert Hughes
489,2320,Stuart Baird
490,5879,Nagisa Ōshima
491,83718,Tom Noonan
492,11971,Kenneth Branagh
493,2625,Mike Figgis
494,31911,Anthony Minghella
495,788,Chris Columbus
496,21450,Mike Leigh
497,11231,Christopher Cain
498,41588,Michael Tolkin
499,10447,Martin Campbell
500,31586,Rob Reiner
501,9300,Sally Potter
502,9559,Clint Eastwood
503,9800,Jonathan Demme
504,713,Jane Campion
505,8291,John Singleton
506,18133,David S. Ward
507,25557,Stuart Orme
508,22588,Mel Smith
509,10872,Ted Demme
510,1245,James Ivory
511,11858,Penny Marshall
512,7007,Philip Kaufman
513,10467,Alan Parker
514,5550,Fred Dekker
515,8005,Mel Brooks
516,2088,Peter Medak
517,10412,Geoffrey Wright
518,47889,Victor Nunez
519,14534,David Anspaugh
520,56583,Tim Hunter
521,41878,Cyril Collard
522,424,Steven Spielberg
523,35233,Michael Ritchie
524,14291,Steven Zaillian
525,103413,Chris Menges
526,11236,Agnieszka Holland
527,11592,John Waters
528,8850,Russell Mulcahy
529,10445,Richard Attenborough
530,695,Robert Altman
531,43535,Gillies MacKinnon
532,12519,John Duigan
533,23210,Fred Schepisi
534,858,Nora Ephron
535,867,Phillip Noyce
536,78,Ridley Scott
537,13203,Steve Rash
538,10442,Thomas Schlamme
539,11074,Rowdy Herrington
540,33367,Arthur Joffé
541,9607,Annabel Jankel
541,9607,Rocky Morton
542,17585,Ernest R. Dickerson
543,9057,Deran Sarafian
544,20967,François Girard
545,10635,Andrew Fleming
546,9479,Henry Selick
547,10057,Stephen Herek
548,11969,George P. Cosmatos
549,41590,Heywood Gould
550,319,Tony Scott
551,26408,Chris Hegedus
551,26408,D.A. Pennebaker
552,15139,Pixote Hunt
552,15139,Joe Johnston
552,15139,Maurice Hunt
553,161158,Jerry Ciccoritti
554,218473,Jennifer Warren
555,85247,Mark Malone
556,11446,Todd Solondz
557,51980,Claude Berri
558,24405,Dennis Hopper
559,11655,Guillermo del Toro
560,11800,Daniel Algrant
561,8223,Pedro Almodóvar
562,14587,Gurinder Chadha
563,31504,Andrew Scheinman
564,41653,Åke Sandgren
565,53185,Richard Loncraine
566,95743,Eva Sereny
567,23637,Lina Wertmüller
568,17600,David O. Russell
569,10897,Penelope Spheeris
570,349394,Rémy Duchemin
571,21352,George T. Miller
572,68806,Ricky Tognazzi
573,37345,Michael Austin
574,32562,Jeffrey Friedman
574,32562,Rob Epstein
575,47507,Mathieu Kassovitz
576,25403,Nanni Moretti
577,124304,María Luisa Bemberg
578,9066,Betty Thomas
579,771,Chris Columbus
580,251,Jerry Zucker
581,812,John Musker
581,812,Ron Clements
582,280,James Cameron
583,581,Kevin Costner
584,80350,Steve Cohen
585,268,Tim Burton
586,274,Jonathan Demme
587,408,David Hand
588,10020,Kirk Wise
588,10020,Gary Trousdale
589,10895,Ben Sharpsteen
589,10895,Hamilton Luske
590,114,Garry Marshall
591,41043,Yuri Mamin
592,576,Sam Peckinpah
593,15477,C.M. Talkington
594,59146,Huang Jianxin
595,124472,Jean Bach
596,30528,Sam Weisman
597,7300,Michael Hoffman
598,10824,Bill Condon
599,261246,Stephen Poliakoff
600,275,Joel Coen
601,25059,David R. Ellis
602,11827,Gerald Potterton
603,8766,Kevin Yagher
603,8766,Joe Chappelle
604,23570,Matt Reeves
605,47333,Franco Zeffirelli
606,54850,Anna Campion
607,51242,Franco Brusati
608,10112,Wolfgang Reitherman
609,4307,Pedro Almodóvar
610,46029,Fernando Trueba
611,32308,Bill Couturié
612,88893,Werner Herzog
613,52873,André Téchiné
615,340210,Mika Kaurismäki
616,44281,Férid Boughedir
617,28121,Martin Lawrence
618,12520,Stacy Title
619,1592,Gregory Hoblit
620,166901,Clément Virgo
621,36447,Bruno Barreto
622,19042,Larry Leker
622,19042,Paul Sabella
623,38884,Ken Loach
624,47449,Hal Salwen
625,36259,Jonathan R. Betuel
626,41852,Richard Pearce
627,40926,Todd Verow
628,9099,Jonathan Lynn
629,2021,Tim Sullivan
630,61752,Spike Lee
631,10988,Jeremiah S. Chechik
632,11479,Hervé Palud
633,398959,Martin Enlen
634,287305,Carlo Rola
636,12652,Claude Sautet
637,10684,Edward Zwick
638,954,Brian De Palma
639,68445,Friðrik Þór Friðriksson
640,18989,Pen Densham
641,10801,Sönke Wortmann
642,54285,Park Chul-soo
643,8840,Rob Cohen
644,278978,Joseph Vilsmaier
645,124625,Michael Verhoeven
646,11107,Steve Rash
647,16417,Gray Hofmeyr
648,70934,Richard Wherrett
649,10363,René Clément
650,161070,Anthony Hopkins
651,10539,Henry Selick
652,10543,James Foley
653,18414,Kelly Makin
654,47502,Paul Mazursky
655,11902,Emir Kusturica
656,27098,Bo Widerberg
657,25087,Alan Mehrez
658,5801,Satyajit Ray
659,896,Satyajit Ray
660,3065,Jim Mallon
662,2300,Joe Pytka
663,8069,Roger Vadim
664,288173,Catherine Cyran
665,187851,Brett Piper
666,27768,George Hickenlooper
667,221917,Peter Yates
668,8072,Jean-Luc Godard
669,35797,Bertrand Tavernier
670,88030,Mika Kaurismäki
671,185191,Claude Chabrol
672,83857,Gordon Willis
673,33245,Randal Kleiser
674,124460,Michael Blakemore
675,27281,Simon Wincer
676,105045,Margarethe von Trotta
677,40001,Richard Benjamin
678,29621,Norberto Barba
679,117730,Eli Cohen
680,20762,Robert Mandel
681,37144,Pat Verducci
682,48260,Michael Winterbottom
683,12656,Steven Baigelman
684,38867,Zalman King
685,277270,Barry Caillier
686,25969,Patrick Read Johnson
687,44103,Stijn Coninx
688,753,John Cassavetes
689,43634,Stacy Cochran
690,9103,Jean-Claude Van Damme
691,90214,Mark Joffe
692,29649,Steve Gomer
693,10990,Lee Tamahori
694,8866,Michael Lehmann
695,12233,George Scribner
696,23449,Tom DeCerchio
697,36355,Alan Shapiro
698,37667,Angela Pope
699,90148,Betty Kaplan
700,922,Jim Jarmusch
701,11876,Jean-Paul Rappeneau
702,52633,Jack Hill 
703,62364,Manuel Gómez Pereira
704,11687,Jean-Marie Poiré
705,9304,Harold Ramis
706,73183,Brett Thompson
707,131232,Francesco Sframeli
707,131232,Spiro Scimone
708,9100,Andrew Fleming
709,20759,Reginald Hudlin
710,46063,Bruce Beresford
712,32513,John Schlesinger
713,40651,Stephen Quay
713,40651,Timothy Quay
714,36915,Phil Joanou
715,40507,Larry Cohen
716,9802,Michael Bay
717,25697,Harvey Miller
718,21588,Michele Soavi
719,664,Jan de Bont
720,11867,David Hogan
721,47119,Maurice Pialat
722,314352,Gabriel Barylli
723,9323,Mamoru Oshii
724,10280,Tom Holland
725,10535,Rick Friedberg
726,124613,Udayan Prasad
727,532,Nick Park
728,26744,Abraham Polonsky
729,16299,John Landis
730,10547,David Twohy
731,245268,Robert Z. Leonard
732,935,Stanley Kubrick
733,55613,Guy Maddin
734,215107,John O'Brien
735,41007,John Irvin
736,35645,Kevin James Dobson
737,110465,Victor Saville
738,255546,Helena Solberg
739,40751,Wong Kar-wai
740,275096,Ebrahim Forouzesh
741,85778,Freida Lee Mock
742,11101,Joseph Vilsmaier
743,9826,Simon Wincer
744,9879,Andrew Bergman
745,63564,David Keating
746,22621,James Mangold
747,7095,Francis Ford Coppola
748,26890,Mary Harron
749,46732,Charles Matthau
750,124633,Goran Paskaljević
751,202425,Mwezé Ngangura
751,202425,Benoît Lamy
752,196940,Jean-Pierre Bekolo
753,77771,Djibril Diop Mambéty
754,181083,Gaston Kaboré
755,41225,Louis Malle
755,41225,Roger Vadim
755,41225,Federico Fellini
756,188589,Victoria Foyt
756,188589,Henry Jaglom
757,87190,Robby Henson
758,627,Danny Boyle
759,32872,Scott Winant
760,602,Roland Emmerich
761,14553,Bernardo Bertolucci
762,9566,Tony Scott
763,10545,Kirk Wise
763,10545,Gary Trousdale
764,9894,Ben Stiller
765,11543,Peter Farrelly
765,11543,Bobby Farrelly
766,9268,Chuck Russell
767,52059,Carma Hinton
767,52059,Richard Gordon
768,9327,Tom Shadyac
769,123763,María Luisa Bemberg
770,81949,Lucian Pintilie
771,42005,Gazdag Gyula
772,124306,Gérard Mordillat
773,183955,Mel Chionglo
774,44535,Alexandre Rockwell
775,44495,Christopher Larkin
776,78285,Laurent Heynemann  
777,11228,Rob Cohen
778,10779,Peter Jackson
779,26748,John Sayles
780,38223,Bronwen Hughes
781,9294,Jon Turteltaub
782,49963,Nicole Holofcener
783,11363,Edward Burns
784,1645,Joel Schumacher
785,31546,Michael Corrente
786,77056,Éric Rohmer
787,36344,Fraser Clarke Heston
788,18550,Kevin Hooks
789,11511,Paul Michael Glaser
790,172198,Ildikó Enyedi
791,34170,Howard Franklin
792,281085,Mitch Marcus
793,109478,Jaime Hellman
794,124645,Nicolas Roeg
795,12606,Arlene Sanford
796,69895,Maurizio Nichetti
797,35206,Luis Buñuel
798,151489,Paul Turner
799,4837,Éric Rohmer
800,12632,Peter Sehr
800,12632,Gernot Roll
801,9098,Rolf Silber
802,282919,Peter Weck
803,124614,Manoel de Oliveira
804,18975,Steve Barron
805,11962,John Payson
806,2925,Hugh Wilson
807,28628,Nigel Finch
808,3595,Ron Howard
809,9308,Hart Bochner
810,92381,Doug Ellin
811,18555,Annette Haywood-Carter
812,12123,Andrew Davis
813,10830,Danny DeVito
814,3573,Douglas McGrath
815,10546,Tim Pope
816,18862,Harry Winer
817,31417,Georges Franju
818,9431,Gilbert Adler
819,124619,John Rubino
820,297645,Yin Li
821,48144,Yim Ho
822,46986,Hal Hartley
823,144982,Marcus DeLeon
824,47907,Lee David Zlotoff
825,10061,John Carpenter
826,36266,Tran Anh Hung
827,549,Julian Schnabel
828,10478,Ron Shelton
829,66634,Rolf de Heer
830,116690,Keisuke Kinoshita
831,213917,Nicole Garcia
832,145925,Leone Pompucci
833,100914,Zheng Jun-Li
834,238,Francis Ford Coppola
835,159,Sönke Wortmann
836,11134,Stanley Tong
837,88224,Lisa Krueger
838,132641,Mikio Naruse
839,42758,Gillies MacKinnon
840,9303,Lana Wachowski
840,9303,Lilly Wachowski
841,23945,Arthur Hiller
842,37820,John Ruane
843,22479,Robert Altman
844,9054,Christopher Cain
845,241058,Peter Shaner
846,11985,Tsai Ming-liang
847,10232,Daniel Schmid
848,59569,Tim Metcalfe
849,410921,Izidore K. Musallam
850,38955,Stanley Tong
851,110513,Jim McKay
852,114089,Karim Dridi
853,11015,Peter Hyams
854,9306,Richard Stanley
854,9306,John Frankenheimer
855,12559,David M. Evans
856,58770,David Koepp
857,124851,Gary Winick
858,3587,Norman Jewison
859,10723,Ernest R. Dickerson
860,56077,Nick Hamm
861,19004,Roy Allen Smith
862,101230,Theo van Gogh
864,10987,Joe Chappelle
865,44705,Trevor Nunn
866,20318,Keith Gordon
867,43596,Max Ophüls
868,79782,Jan Jakub Kolski
869,26933,André Téchiné
870,27854,Sam Wood
871,981,George Cukor
872,872,Gene Kelly
872,872,Stanley Donen
873,2769,Vincente Minnelli
874,13320,Stanley Donen
875,164,Blake Edwards
876,426,Alfred Hitchcock
877,567,Alfred Hitchcock
878,3078,Frank Capra
879,13528,George Cukor
880,28288,Mark Sandrich
881,213,Alfred Hitchcock
882,284,Billy Wilder
883,239,Billy Wilder
884,4808,Stanley Donen
885,289,Michael Curtiz
886,963,John Huston
887,11113,George Cukor
888,6620,Billy Wilder
889,804,William Wyler
890,26531,Walter Lang
891,909,Vincente Minnelli
892,630,Victor Fleming
893,770,Victor Fleming
894,31044,Richard Benjamin
895,599,Billy Wilder
896,15,Orson Welles
897,62,Stanley Kubrick
898,121357,Mitchell Leisen
899,705,Joseph L. Mankiewicz
900,22490,George Cukor
901,223,Alfred Hitchcock
902,25670,Alfred Hitchcock
903,303,Alfred Hitchcock
904,4174,Alfred Hitchcock
905,8356,Leo McCarey
906,381,Alfred Hitchcock
907,20758,Vincente Minnelli
908,29376,Vincente Minnelli
909,1859,Ernst Lubitsch
910,18299,Billy Wilder
911,17281,Vincente Minnelli
912,64382,Vincente Minnelli
913,10907,William Keighley
913,10907,Michael Curtiz
914,32093,Rouben Mamoulian
915,1939,Otto Preminger
916,22292,Joseph L. Mankiewicz
917,3598,Frank Capra
918,3080,Mark Sandrich
919,198,Ernst Lubitsch
920,13562,Gregory La Cava
921,1712,George Stevens
922,220,Elia Kazan
923,3529,W.S. Van Dyke
924,3085,Howard Hawks
925,2897,Michael Anderson
926,1585,Frank Capra
927,3083,Frank Capra
928,900,Howard Hawks
929,43795,George Stevens
930,85638,Victor Sjöström
931,50001,William A. Wellman
932,43905,John Cromwell
933,22688,Archie Mayo
934,23114,John Cromwell
935,26378,Busby Berkeley
936,40206,Henry Koster
937,22356,James Edward Grant
938,260,Alfred Hitchcock
939,43488,Lewis Milestone
940,22613,Howard Hawks
940,22613,Howard Hughes
941,10331,George A. Romero
942,488,John Huston
943,22733,John Huston
944,261,Richard Brooks
945,57575,Richard Brooks
946,32574,Frank Capra
947,22657,John Cromwell
948,76464,Victor Schertzinger
949,22649,Frank Borzage
950,176841,Edwin L. Marin
951,125587,Thaddeus O'Sullivan
952,39448,Corey Yuen Kwai
953,52855,Darrell James Roodt
954,39940,Joshua Logan
955,172868,Chris Newby
956,85328,Richard Schenkman
957,124632,Allan Miller
958,11076,Carroll Ballard
959,63945,Lance Young
960,58985,Allison Anders
961,890,Joseph Vilsmaier
962,10861,Ringo Lam
963,1770,Neil Jordan
964,44465,Amy Holden Jones
965,2033,Matthew Broderick
966,18203,Campbell Scott
966,18203,Stanley Tucci
967,9333,Walter Hill
968,47260,Robert M. Young
969,9400,F. Gary Gray
970,9401,John Herzfeld
971,12241,Reb Braddock
972,25739,René Gainville
973,161806,John Walsh
974,11306,Michael Apted
975,9625,John Gray
976,10680,Robert Lieberman
977,6346,James Foley
978,18660,Norman Tokar
979,35115,Norman Foster
980,14821,John Hough
981,14136,Robert Stevenson
982,10869,Robert Stevenson
983,22660,Robert Stevenson
984,19186,David Swift
985,31102,David Swift
986,6878,Duwayne Dunham
987,15944,Charles Barton
988,18444,Ken Annakin
989,20723,Robert Stevenson
990,173,Richard Fleischer
991,864,Jon Turteltaub
992,24795,William Dear
993,11224,Clyde Geronimi
993,11224,Hamilton Luske
993,11224,Wilfred Jackson
994,81310,Wolfgang Reitherman
995,15947,Norman Ferguson
995,15947,William Roberts
995,15947,Clyde Geronimi
995,15947,Harold Young
