,id_movie,title,genres
143,30765,The Amazing Panda Adventure,action adventure drama family
144,10474,The Basketball Diaries,crime drama
145,22279,An Awfully Big Adventure,comedy drama romance
146,30157,Amateur,comedy crime drama thriller
147,568,Apollo 13,drama
148,11780,Rob Roy,adventure
149,34996,The Addiction,drama horror
150,414,Batman Forever,action crime fantasy
151,649,Belle de Jour,drama romance
152,1873,Beyond Rangoon,drama thriller
153,5894,Blue in the Face,comedy
154,1775,Canadian Bacon,action comedy
155,8839,Casper,comedy family fantasy
156,20649,Clockers,crime drama mystery
157,10329,Congo,action adventure drama mystery science_fiction thriller
158,8963,Crimson Tide,action drama thriller
159,26564,Crumb,documentary
160,8068,Desperado,action crime thriller
161,8512,Devil in a Blue Dress,drama mystery thriller
162,1572,Die Hard: With a Vengeance,action thriller
163,13552,The Doom Generation,action comedy crime drama
164,259209,Feast of July,crime drama
165,6520,First Knight,action adventure drama romance
166,9073,Free Willy 2 - The Adventure Home,adventure
167,10428,Hackers,action crime drama thriller
168,17447,Jeffrey,comedy drama romance
169,9886,Johnny Mnemonic,action adventure drama science_fiction thriller
170,9482,Judge Dredd,science_fiction
171,19326,Jury Duty,comedy drama
172,9344,Kids,crime drama
173,9071,Living in Oblivion,comedy drama
174,8973,Lord of Illusions,horror mystery thriller
175,15730,Love & Human Remains,comedy drama
176,47608,Mad Love,drama family romance
177,2293,Mallrats,comedy romance
178,9070,Mighty Morphin Power Rangers: The Movie,action adventure family fantasy science_fiction
179,68274,Moonlight and Valentino,comedy drama romance
180,48787,Mute Witness,foreign thriller
181,34574,Nadja,horror thriller
182,1642,The Net,action crime drama mystery thriller
183,11472,Nine Months,comedy
184,36196,Party Girl,comedy
185,11980,The Prophecy,fantasy horror thriller
186,58372,Reckless,comedy drama fantasy
187,32646,Safe,drama
188,10533,The Scarlet Letter,drama history romance
189,56088,The Show,documentary
190,10802,Showgirls,drama
191,10149,Smoke,comedy drama
192,18402,Something to Talk About,comedy
193,9348,Species,action horror science_fiction
194,139408,The Stars Fell on Henrietta,drama
195,281,Strange Days,crime drama science_fiction thriller
196,5967,The Umbrellas of Cherbourg,drama romance
197,79593,The Tie That Binds,thriller
198,47939,Three Wishes,drama fantasy
199,36834,Total Eclipse,drama romance
200,9090,"To Wong Foo, Thanks for Everything! Julie Newmar",comedy
201,3512,Under Siege 2: Dark Territory,action thriller
202,52856,Unstrung Heroes,comedy drama family
203,77350,Unzipped,documentary
204,9560,A Walk in the Clouds,drama romance
205,9804,Waterworld,action adventure
206,31611,White Man's Burden,drama
207,65796,Wild Bill,action western
208,49805,The Browning Version,drama
209,26258,Bushwhacked,action adventure comedy crime family
210,50797,Burnt by the Sun,drama
211,19155,Before the Rain,drama war
212,76,Before Sunrise,drama romance
213,11017,Billy Madison,comedy
214,37141,The Babysitter,drama thriller
215,9382,Boys on the Side,comedy drama
216,6715,The Cure,drama family
217,18256,Castle Freak,drama horror mystery thriller
218,22625,Circle of Friends,drama family romance
219,2292,Clerks,comedy
220,1909,Don Juan DeMarco,comedy drama romance
221,8984,Disclosure,crime drama mystery romance thriller
222,61813,Dream Man,thriller
223,4954,Drop Zone,action adventure thriller
224,62488,Destiny Turns on the Radio,comedy crime fantasy
225,10531,Death and the Maiden,drama mystery thriller
226,11929,Dolores Claiborne,crime drama mystery
227,8467,Dumb and Dumber,comedy
228,10451,Eat Drink Man Woman,comedy drama romance
229,20156,Exotica,drama mystery
230,18395,Exit to Eden,comedy crime romance thriller
231,522,Ed Wood,comedy drama history
232,397,French Kiss,comedy romance
233,10525,Forget Paris,comedy drama romance
234,27985,Far from Home: The Adventures of Yellow Dog,action adventure drama family
235,15789,A Goofy Movie,adventure animation comedy family romance
236,27303,Hideaway,drama thriller
237,21183,Fluke,drama family fantasy
238,10954,Farinelli,drama history
239,47867,Gordy,drama family fantasy
240,43475,Gumby: The Movie,animation family fantasy science_fiction
241,72031,The Glass Shield,action crime drama thriller
242,14275,Hoop Dreams,documentary
243,1024,Heavenly Creatures,drama fantasy
244,17207,Houseguest,comedy family
245,13701,Immortal Beloved,drama music romance
246,14819,Heavyweights,comedy drama family
247,32631,The Hunted,action thriller
248,11777,I.Q.,comedy drama romance
249,628,Interview with the Vampire,horror romance
250,87729,Jefferson in Paris,drama romance
251,18713,The Jerky Boys,comedy crime
252,6280,Junior,comedy family romance
253,9061,Just Cause,action drama mystery thriller
254,37108,A Kid in King Arthur's Court,adventure comedy family fantasy science_fiction
255,6071,Kiss of Death,action crime drama thriller
256,11,Star Wars,action adventure science_fiction
257,9587,Little Women,drama romance
258,19101,A Little Princess,drama family fantasy
259,49980,Ladybird Ladybird,drama
260,17961,L'Enfer,crime drama
261,18183,Like Water for Chocolate,drama romance
262,4476,Legends of the Fall,adventure drama romance war
263,11008,Major Payne,adventure comedy family
264,47504,Little Odessa,action drama
265,32325,Mi Vida Loca,crime drama
266,43742,Love Affair,drama romance
267,28313,Losing Isaiah,drama
268,11318,The Madness of King George,comedy drama history
269,3036,Mary Shelley's Frankenstein,drama horror romance science_fiction
270,40490,Man of the House,action comedy family
271,24070,Mixed Nuts,comedy drama romance
272,8986,Milk Money,comedy romance
273,10510,Miracle on 34th Street,drama family fantasy
274,17402,Miami Rhapsody,comedy romance
275,38722,My Family,comedy drama
276,8438,Murder in the First,crime drama
277,11593,Nobody's Fool,comedy drama
278,1945,Nell,drama thriller
279,39310,New Jersey Drive,crime drama
280,109560,New York Cop,action crime drama thriller
281,56428,Beyond Bedlam,horror
282,63105,Nemesis 2 - Nebula,action science_fiction thriller
283,131957,Nina Takes a Lover,drama romance
284,241,Natural Born Killers,crime drama thriller
285,9058,Only You,comedy drama romance
286,527,Once Were Warriors,drama
287,18220,Poison Ivy II: Lily,drama romance thriller
288,6950,Outbreak,action drama science_fiction thriller
289,101,Leon: The Professional,crime drama thriller
290,63020,The Perez Family,comedy drama romance
291,2307,A Pyromaniac's Love Story,comedy drama romance
292,680,Pulp Fiction,crime thriller
293,41478,Panther,drama
294,25296,Pushing Hands,comedy drama
295,40156,Priest,drama romance
296,11450,Quiz Show,drama history
297,30304,Picture Bride,drama history
298,10452,Queen Margot,drama history
299,12106,The Quick and the Dead,action western
300,161495,Roommates,comedy drama
301,3586,Prêt-à-Porter,comedy drama
302,110,Three Colors: Red,drama mystery romance
303,108,Three Colors: Blue,drama music mystery
304,109,Three Colors: White,comedy drama mystery
305,159185,"Red Firecracker, Green Firecracker",drama
306,36357,Rent-a-Kid,comedy family tv_movie
307,92769,Relative Fear,drama horror
308,28033,Stuart Saves His Family,comedy drama
309,22586,The Swan Princess,animation
310,14334,The Secret of Roan Inish,drama family fantasy
311,2636,The Specialist,action thriller
312,2164,Stargate,action adventure science_fiction
313,11395,The Santa Clause,comedy drama family fantasy
314,278,The Shawshank Redemption,crime drama
315,9905,Shallow Grave,crime thriller
316,87078,Suture,drama thriller
317,12527,Strawberry and Chocolate,comedy drama
318,20306,Swimming with Sharks,comedy crime
319,36614,The Sum of Us,comedy drama romance
320,27993,Senior Trip,comedy
321,31439,To Live,drama romance war
322,9067,Tank Girl,action comedy fantasy science_fiction
323,9059,Tales from the Crypt: Demon Knight,comedy horror thriller
324,193,Star Trek: Generations,action adventure science_fiction thriller
325,25066,Tales from the Hood,crime horror thriller
326,46797,Tom & Viv,drama romance
327,12122,Village of the Damned,horror science_fiction thriller
328,11381,Tommy Boy,comedy
329,32636,Vanya on 42nd Street,drama romance
330,36141,The Underneath,crime thriller
331,95963,The Walking Dead,drama war
332,1587,What's Eating Gilbert Grape,drama romance
333,9271,Virtuosity,action crime science_fiction thriller
334,2064,While You Were Sleeping,comedy drama romance
335,19855,The War,drama
336,60855,Double Happiness,comedy romance
337,236,Muriel's Wedding,comedy drama romance
338,48287,The Baby-Sitters Club,comedy drama family
339,3049,Ace Ventura: Pet Detective,comedy mystery
340,2759,"The Adventures of Priscilla, Queen of the Desert",comedy drama
341,12635,Backbeat,drama music
342,10497,Bitter Moon,drama romance thriller
343,11382,Bullets Over Broadway,action comedy thriller
344,9331,Clear and Present Danger,action drama thriller
345,10731,The Client,crime drama mystery thriller
346,10464,"Corrina, Corrina",comedy drama family romance
347,34152,Crooklyn,comedy drama
348,9495,The Crow,action fantasy thriller
349,29973,Cobb,drama
350,888,The Flintstones,comedy family fantasy
351,13,Forrest Gump,comedy drama romance
352,712,Four Weddings and a Funeral,comedy drama romance
353,16295,Higher Learning,crime drama romance
354,48992,I Like It Like That,comedy drama romance
355,10879,I Love Trouble,action comedy romance
356,10660,It Could Happen to You,comedy drama romance
357,10714,The Jungle Book,adventure drama family
358,41647,"The Wonderful, Horrible Life of Leni Riefenstahl",documentary foreign
359,8587,The Lion King,animation drama family
360,1689,Little Buddha,drama history
361,11596,New Nightmare,fantasy horror mystery thriller
362,854,The Mask,comedy crime fantasy romance
363,9359,Maverick,action adventure comedy drama western
364,23333,Mrs. Parker and the Vicious Circle,drama
365,36593,The Naked Gun 33⅓: The Final Insult,comedy crime
366,12280,The Paper,comedy drama
367,2788,Reality Bites,drama
368,10427,Red Rock West,crime drama thriller
369,11011,Ri¢hie Ri¢h,comedy family
370,49803,Safe Passage,drama
371,8987,The River Wild,action adventure crime thriller
372,1637,Speed,action adventure crime
373,15128,Speechless,comedy romance
374,8831,Timecop,action crime science_fiction thriller
375,36955,True Lies,action thriller
376,10449,When a Man Loves a Woman,drama romance
377,10395,Wolf,fantasy
378,12160,Wyatt Earp,action drama western
379,40480,Bad Company,action crime romance thriller
380,52038,A Man of No Importance,comedy drama
381,29444,S.F.W.,comedy drama
382,26352,A Low Down Dirty Shame,action comedy crime
383,39953,"Boys Life: Three Stories of Love, Lust, and Liberation",drama
384,41580,Colonel Chabert,drama
385,315,"Faster, Pussycat! Kill! Kill!",action crime
386,22067,Jason's Lyric,crime drama romance
387,18242,The Secret Adventures of Tom Thumb,animation science_fiction
388,11667,Street Fighter,action adventure thriller
389,32502,Coldblooded,action comedy
390,267188,Desert Winds,
391,28732,Fall Time,action adventure crime drama thriller
392,75555,The Fear,horror thriller
393,42981,Frank and Ollie,documentary
394,278939,Girl in the Cadillac,adventure crime drama romance
395,291731,Homage,drama thriller
396,226229,Mirage,action thriller
397,203119,Open Season,comedy
398,172923,Dos Crímenes,
399,316098,Brother Minister: The Assassination of Malcolm X,documentary
400,8011,Highlander: The Final Dimension,action fantasy science_fiction
401,171857,Federal Hill,
402,2654,In the Mouth of Madness,horror mystery thriller
403,18069,8 Seconds,drama romance
404,19092,Above the Rim,crime drama
405,2758,Addams Family Values,comedy family fantasy
406,38129,Martin Lawrence: You So Crazy,comedy
407,10436,The Age of Innocence,drama romance
408,13595,Airheads,comedy crime music
409,46094,The Air Up There,comedy family
410,9409,Another Stakeout,action comedy
411,11853,Bad Girls,action adventure comedy drama western
412,16771,Barcelona,comedy drama romance
413,46924,Being Human,comedy drama fantasy
414,11041,The Beverly Hillbillies,comedy
415,306,Beverly Hills Cop III,action comedy crime
416,14522,Black Beauty,action adventure drama family
417,26203,Blink,crime drama mystery thriller
418,178,Blown Away,action drama thriller
419,19819,Blue Chips,drama
420,57834,Blue Sky,drama romance
421,4722,Body Snatchers,horror science_fiction thriller
422,18215,Boxing Helena,drama romance
423,1607,A Bronx Tale,crime drama
424,26391,Cabin Boy,comedy
425,117553,Calendar Girl,comedy drama
426,6075,Carlito's Way,action crime drama thriller
427,11310,City Slickers II: The Legend of Curly's Gold,action comedy drama western
428,18658,Clean Slate,comedy mystery thriller
429,9350,Cliffhanger,action adventure thriller
430,9612,Coneheads,comedy family science_fiction
431,2124,Color of Night,drama mystery romance thriller
432,26261,Cops & Robbersons,action comedy family
433,19176,The Cowboy Way,action comedy western
434,49299,Dangerous Game,drama
435,11566,Dave,comedy
436,9571,Dazed and Confused,comedy drama
437,9739,Demolition Man,action crime science_fiction
438,24257,The Endless Summer 2,documentary
439,34444,Even Cowgirls Get the Blues,comedy drama romance western
440,26141,Fatal Instinct,comedy
441,10997,Farewell My Concubine,drama
442,50463,The Favor,comedy drama romance
443,10443,Fearless,drama
444,20239,Fear of a Black Hat,comedy
445,16297,With Honors,comedy drama
446,18551,Flesh and Bone,drama mystery romance
447,25440,Widows' Peak,comedy foreign mystery romance thriller
448,9024,For Love or Money,comedy romance
449,37233,The Firm,drama mystery thriller
450,1634,Free Willy,adventure family
451,13815,Fresh,crime drama thriller
452,5503,The Fugitive,action adventure crime mystery thriller
453,35588,Geronimo: An American Legend,action drama history western
454,2087,The Getaway,action drama thriller
455,41579,Getting Even with Dad,comedy crime family
456,18620,Go Fish,drama romance
457,41006,A Good Man in Africa,comedy drama
458,4916,Guilty as Sin,drama thriller
459,2019,Hard Target,action adventure crime thriller
460,31642,Heaven & Earth,action drama history war
461,9255,Hot Shots! Part Deux,action comedy war
462,26271,Live Nude Girls,comedy
463,10612,The Englishman Who Went Up a Hill But Came Down a Mountain,comedy drama romance
464,2259,The House of the Spirits,drama romance
465,16097,House Party 3,comedy
466,11934,The Hudsucker Proxy,comedy drama
467,106143,I'll Do Anything,comedy drama
468,12475,In the Army Now,comedy
469,9386,In the Line of Fire,action crime drama mystery thriller
470,7984,In the Name of the Father,drama
471,59930,The Inkwell,comedy drama romance
472,15765,What's Love Got to Do with It,drama music
473,31643,Jimmy Hollywood,comedy
474,6,Judgment Night,action crime thriller
475,329,Jurassic Park,adventure science_fiction
476,10909,Kalifornia,crime thriller
477,507,Killing Zoe,action crime drama thriller
478,34024,King of the Hill,drama
479,29918,Lassie,action adventure drama family
480,9593,Last Action Hero,action adventure comedy family fantasy
481,42580,Life With Mikey,comedy family
482,22317,Lightning Jack,action comedy western
483,1413,M. Butterfly,drama romance
484,12121,Made in America,comedy
485,2246,Malice,crime drama
486,10502,The Man without a Face,drama
487,10440,Manhattan Murder Mystery,comedy mystery
488,9516,Menace II Society,action crime drama
489,2320,Executive Decision,action adventure drama thriller
490,5879,In the Realm of the Senses,drama romance
491,83718,What Happened Was...,comedy drama romance thriller
492,11971,Much Ado About Nothing,comedy drama romance
493,2625,Mr. Jones,drama romance
494,31911,Mr. Wonderful,comedy romance
495,788,Mrs. Doubtfire,comedy drama family
496,21450,Naked,comedy drama
497,11231,The Next Karate Kid,adventure
498,41588,The New Age,comedy drama
499,10447,No Escape,action drama science_fiction thriller
500,31586,North,comedy drama family fantasy science_fiction
501,9300,Orlando,drama fantasy romance
502,9559,A Perfect World,crime drama thriller
503,9800,Philadelphia,drama
504,713,The Piano,drama romance
505,8291,Poetic Justice,drama romance
506,18133,The Program,drama
507,25557,The Puppet Masters,horror science_fiction thriller
508,22588,Radioland Murders,comedy crime drama music mystery romance
509,10872,The Ref,comedy
510,1245,The Remains of the Day,drama romance
511,11858,Renaissance Man,comedy war
512,7007,Rising Sun,action drama thriller
513,10467,The Road to Wellville,comedy romance
514,5550,RoboCop 3,action adventure crime science_fiction thriller
515,8005,Robin Hood: Men in Tights,comedy
516,2088,Romeo Is Bleeding,action crime drama thriller
517,10412,Romper Stomper,action drama thriller
518,47889,Ruby in Paradise,drama romance
519,14534,Rudy,drama
520,56583,The Saint of Fort Washington,drama
521,41878,Savage Nights,drama
522,424,Schindler's List,drama history war
523,35233,The Scout,comedy drama
524,14291,Searching for Bobby Fischer,drama
525,103413,Second Best,drama
526,11236,The Secret Garden,drama family fantasy
527,11592,Serial Mom,comedy crime horror thriller
528,8850,The Shadow,action adventure fantasy science_fiction thriller
529,10445,Shadowlands,drama romance
530,695,Short Cuts,comedy drama
531,43535,A Simple Twist of Fate,drama family
532,12519,Sirens,comedy drama
533,23210,Six Degrees of Separation,comedy drama mystery
534,858,Sleepless in Seattle,comedy drama romance
535,867,Sliver,drama thriller
536,78,Blade Runner,drama science_fiction thriller
537,13203,Son in Law,comedy drama romance
538,10442,So I Married an Axe Murderer,comedy crime romance
539,11074,Striking Distance,action crime mystery thriller
540,33367,Harem,drama history romance
541,9607,Super Mario Bros.,adventure comedy family fantasy
542,17585,Surviving the Game,action adventure crime thriller
543,9057,Terminal Velocity,action thriller
544,20967,Thirty Two Short Films About Glenn Gould,drama music
545,10635,Threesome,comedy drama family romance
546,9479,The Nightmare Before Christmas,animation family fantasy
547,10057,The Three Musketeers,action adventure comedy
548,11969,Tombstone,action adventure drama history western
549,41590,Trial by Jury,action drama thriller
550,319,True Romance,action crime romance thriller
551,26408,The War Room,documentary history
552,15139,The Pagemaster,animation family fantasy science_fiction
553,161158,"Paris, France",comedy drama
554,218473,"The Beans of Egypt, Maine",
555,85247,Killer,drama romance thriller
556,11446,Welcome to the Dollhouse,comedy drama
557,51980,Germinal,drama romance
558,24405,Chasers,comedy romance
559,11655,Cronos,drama horror thriller
560,11800,Naked in New York,comedy romance
561,8223,Kika,comedy drama
562,14587,Bhaji on the Beach,comedy drama
563,31504,Little Big League,comedy family
564,41653,The Slingshot,drama
565,53185,Wide Eyed and Legless,comedy drama romance tv_movie
566,95743,Foreign Student,drama romance
567,23637,"Ciao, Professore!",comedy foreign
568,17600,Spanking the Monkey,comedy drama
569,10897,The Little Rascals,comedy family romance
570,349394,À la mode,comedy
571,21352,Andre,adventure drama family
572,68806,The Escort,crime drama thriller
573,37345,Princess Caraboo,comedy drama history mystery
574,32562,The Celluloid Closet,documentary history
575,47507,Café au Lait,comedy drama foreign romance
576,25403,Dear Diary,comedy drama
577,124304,I Don't Want to Talk About It,drama romance
578,9066,The Brady Bunch Movie,comedy
579,771,Home Alone,comedy family
580,251,Ghost,drama fantasy mystery romance thriller
581,812,Aladdin,adventure animation comedy family fantasy romance
582,280,Terminator 2: Judgment Day,action science_fiction thriller
583,581,Dances with Wolves,adventure drama western
584,80350,Tough and Deadly,action drama thriller
585,268,Batman,action fantasy
586,274,The Silence of the Lambs,crime drama thriller
587,408,Snow White and the Seven Dwarfs,animation family fantasy
588,10020,Beauty and the Beast,animation family fantasy music romance
589,10895,Pinocchio,animation family
590,114,Pretty Woman,comedy romance
591,41043,Window to Paris,comedy drama fantasy
592,576,The Wild Bunch,adventure western
593,15477,Love and a .45,crime thriller
594,59146,The Wooden Man's Bride,drama foreign romance
595,124472,A Great Day in Harlem,
596,30528,Bye Bye Love,comedy romance
597,7300,One Fine Day,comedy romance
598,10824,Candyman: Farewell to the Flesh,horror
599,261246,Century,drama romance
600,275,Fargo,crime drama thriller
601,25059,Homeward Bound II: Lost in San Francisco,adventure comedy drama family
602,11827,Heavy Metal,animation science_fiction
603,8766,Hellraiser: Bloodline,horror science_fiction thriller
604,23570,The Pallbearer,comedy romance
605,47333,Jane Eyre,drama romance
606,54850,Loaded,drama mystery thriller
607,51242,Bread and Chocolate,comedy foreign
608,10112,The Aristocats,adventure animation comedy family
609,4307,The Flower of My Secret,drama romance
610,46029,Two Much,comedy romance
611,32308,Ed,comedy family
612,88893,Scream of Stone,adventure documentary drama
613,52873,My Favorite Season,drama
614,123505,A Modern Affair,
615,340210,Condition Red,action drama thriller
616,44281,Halfaouine: Boy of the Terraces,comedy drama
617,28121,A Thin Line Between Love and Hate,comedy crime romance thriller
618,12520,The Last Supper,comedy crime drama thriller
619,1592,Primal Fear,crime drama mystery thriller
620,166901,Rude,
621,36447,Carried Away,drama romance
622,19042,All Dogs Go to Heaven 2,adventure animation family fantasy romance
623,38884,Land and Freedom,drama history romance war
624,47449,Denise Calls Up,comedy
625,36259,Theodore Rex,family fantasy science_fiction
626,41852,A Family Thing,comedy drama
627,40926,Frisk,drama thriller
628,9099,Sgt. Bilko,comedy family
629,2021,Jack & Sarah,comedy drama romance
630,61752,Girl 6,comedy
631,10988,Diabolique,drama horror mystery thriller
632,11479,"Little Indian, Big City",adventure comedy drama family
633,398959,Roula,drama romance
634,287305,Peanuts – Die Bank zahlt alles,comedy
635,339428,Happy Weekend,comedy
636,12652,Nelly and Monsieur Arnaud,drama romance
637,10684,Courage Under Fire,drama mystery thriller war
638,954,Mission: Impossible,action adventure thriller
639,68445,Cold Fever,comedy drama
640,18989,Moll Flanders,drama romance
641,10801,The Superwife,comedy
642,54285,"301, 302",horror mystery thriller
643,8840,DragonHeart,fantasy
644,278978,Und keiner weint mir nach,drama
645,124625,My Mother's Courage,drama
646,11107,Eddie,action comedy
647,16417,Yankee Zulu,comedy drama
648,70934,Billy's Holiday,
649,10363,Purple Noon,crime drama thriller
650,161070,August,comedy drama romance
651,10539,James and the Giant Peach,adventure animation family
652,10543,Fear,drama romance thriller
653,18414,Kids in the Hall: Brain Candy,comedy
654,47502,Faithful,comedy crime drama
655,11902,Underground,comedy drama war
656,27098,All Things Fair,drama romance war
657,25087,Bloodsport II,action thriller
658,5801,Pather Panchali,drama
659,896,The World of Apu,drama
660,3065,Mystery Science Theater 3000: The Movie,comedy science_fiction
661,318177,Tarantella,
662,2300,Space Jam,animation comedy drama family fantasy
663,8069,Barbarella,science_fiction
664,288173,Hostile Intentions,action drama thriller
665,187851,They Bite,comedy horror science_fiction
666,27768,Some Folks Call It a Sling Blade,drama thriller
667,221917,The Run of the Country,drama romance
668,8072,Alphaville,drama mystery science_fiction
669,35797,Coup de Torchon,drama
670,88030,Tigrero: A Film That Was Never Made,documentary foreign
671,185191,The Eye of Vichy,
672,83857,Windows,drama horror thriller
673,33245,It's My Party,drama
674,124460,Country Life,drama romance
675,27281,Operation Dumbo Drop,action adventure comedy family
676,105045,The Promise,drama romance
677,40001,Mrs. Winterbourne,comedy drama romance
678,29621,Solo,action adventure science_fiction thriller
679,117730,Under The Domim Tree,drama foreign
680,20762,The Substitute,action thriller
681,37144,True Crime,crime mystery thriller
682,48260,Butterfly Kiss,crime drama romance thriller
683,12656,Feeling Minnesota,action comedy drama thriller
684,38867,Delta of Venus,drama romance
685,277270,To Cross the Rubicon,
686,25969,Angus,comedy drama family romance
687,44103,Priest Daens,drama history
688,753,Faces,drama
689,43634,Boys,drama mystery romance
690,9103,The Quest,action adventure
691,90214,Cosi,comedy romance
692,29649,Sunset Park,drama
693,10990,Mulholland Falls,drama mystery thriller
694,8866,The Truth About Cats & Dogs,comedy romance
695,12233,Oliver & Company,animation comedy family
696,23449,Celtic Pride,comedy
697,36355,Flipper,adventure family
698,37667,Captives,drama mystery romance thriller
699,90148,Of Love and Shadows,drama
